         4367970 function calls (4302457 primitive calls) in 316.216 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       78    0.000    0.000    0.000    0.000 inspect.py:260(iscode)
        1    0.000    0.000    0.000    0.000 inspect.py:2612(BoundArguments)
        1    0.000    0.000    0.000    0.000 inspect.py:2742(Signature)
       10    0.000    0.000    0.000    0.000 inspect.py:2772(__init__)
       20    0.000    0.000    0.000    0.000 inspect.py:2821(<genexpr>)
        5    0.000    0.000    0.000    0.000 inspect.py:285(isbuiltin)
        5    0.000    0.000    0.001    0.000 inspect.py:2851(from_callable)
       10    0.000    0.000    0.000    0.000 inspect.py:2857(parameters)
       10    0.000    0.000    0.000    0.000 inspect.py:2861(return_annotation)
        5    0.000    0.000    0.000    0.000 inspect.py:2865(replace)
        5    0.000    0.000    0.000    0.000 inspect.py:3057(__str__)
        5    0.000    0.000    0.001    0.000 inspect.py:3103(signature)
        2    0.000    0.000    0.000    0.000 inspect.py:325(getmembers)
      105    0.000    0.000    0.000    0.000 inspect.py:366(<lambda>)
        2    0.000    0.000    0.000    0.000 inspect.py:487(getmro)
       36    0.000    0.000    0.000    0.000 inspect.py:493(unwrap)
       26    0.000    0.000    0.000    0.000 inspect.py:510(_is_wrapper)
       10    0.000    0.000    0.000    0.000 inspect.py:513(_is_wrapper)
       28    0.001    0.000    0.001    0.000 inspect.py:625(cleandoc)
      309    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
       52    0.000    0.000    0.000    0.000 inspect.py:654(getfile)
       52    0.000    0.000    0.001    0.000 inspect.py:692(getsourcefile)
      156    0.000    0.000    0.000    0.000 inspect.py:699(<genexpr>)
      208    0.000    0.000    0.000    0.000 inspect.py:702(<genexpr>)
      236    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
      205    0.000    0.000    0.000    0.000 inspect.py:726(getmodule)
       26    0.000    0.000    0.003    0.000 inspect.py:772(findsource)
      193    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
        1    0.000    0.000    0.000    0.000 inspect.py:895(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:897(BlockFinder)
       26    0.000    0.000    0.000    0.000 inspect.py:899(__init__)
        5    0.000    0.000    0.000    0.000 inspect.py:90(ismethoddescriptor)
     1292    0.001    0.000    0.001    0.000 inspect.py:909(tokeneater)
       26    0.001    0.000    0.016    0.001 inspect.py:959(getblock)
       26    0.000    0.000    0.019    0.001 inspect.py:970(getsourcelines)
        1    0.000    0.000    0.000    0.000 instancenorm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 instancenorm.py:151(LazyInstanceNorm1d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:190(InstanceNorm2d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:267(LazyInstanceNorm2d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:306(InstanceNorm3d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:383(LazyInstanceNorm3d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:7(_InstanceNorm)
        1    0.000    0.000    0.000    0.000 instancenorm.py:75(InstanceNorm1d)
        1    0.000    0.000    0.000    0.000 internal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 internal.py:22(RPCExecMode)
        1    0.000    0.000    0.000    0.000 internal.py:29(_InternalRPCPickler)
        1    0.000    0.000    0.000    0.000 internal.py:40(__init__)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iopath.py:100(IoPathFileOpenerIterDataPipe)
        1    0.000    0.000    0.000    0.000 iopath.py:149(IoPathSaverIterDataPipe)
        1    0.000    0.000    0.000    0.000 iopath.py:42(IoPathFileListerIterDataPipe)
        1    0.000    0.000    0.001    0.001 iopath.py:7(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1077(_BaseV4)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1099(_make_netmask)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1125(_ip_int_from_string)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1151(_parse_octet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1218(IPv4Address)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1224(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1335(IPv4Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1402(IPv4Network)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1417(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1484(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1518(_BaseV6)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1538(_make_netmask)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1558(_ip_int_from_string)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1662(_parse_hextet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1804(IPv6Address)
       43    0.000    0.000    0.000    0.000 ipaddress.py:1810(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:19(AddressValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1984(IPv6Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2059(IPv6Network)
       28    0.000    0.000    0.000    0.000 ipaddress.py:2075(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2151(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 ipaddress.py:23(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        1    0.000    0.000    0.001    0.001 ipaddress.py:4(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
       47    0.000    0.000    0.000    0.000 ipaddress.py:535(_split_addr_prefix)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:622(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 is_from_package.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iter.py:141(QueueWrapper)
        1    0.000    0.000    0.000    0.000 iter.py:23(NotAvailable)
        1    0.000    0.000    0.000    0.000 iter.py:27(InvalidStateResetRequired)
        1    0.000    0.000    0.000    0.000 iter.py:35(NonBlocking)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 jiterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 jiterator.py:9(_CodeParser)
        1    0.000    0.000    0.000    0.000 join.py:1(<module>)
        1    0.000    0.000    0.000    0.000 join.py:10(JoinHook)
        1    0.000    0.000    0.000    0.000 join.py:111(Join)
        1    0.000    0.000    0.000    0.000 join.py:42(Joinable)
        1    0.000    0.000    0.000    0.000 join.py:87(_JoinConfig)
        1    0.000    0.000    0.000    0.000 jsonparser.py:14(JsonParserIterDataPipe)
        1    0.000    0.000    0.000    0.000 jsonparser.py:7(<module>)
        1    0.000    0.000    0.002    0.002 kl.py:1(<module>)
       87    0.000    0.000    0.000    0.000 kl.py:40(register_kl)
       87    0.000    0.000    0.000    0.000 kl.py:71(decorator)
        1    0.000    0.000    0.000    0.000 kl.py:79(_Match)
        1    0.000    0.000    0.000    0.000 kl.py:817(_add_kl_info)
       87    0.000    0.000    0.000    0.000 kl.py:821(<lambda>)
        1    0.000    0.000    0.000    0.000 kumaraswamy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kumaraswamy.py:19(Kumaraswamy)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.000    0.000 laplace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laplace.py:8(Laplace)
        1    0.000    0.000    0.002    0.002 lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:52(LazyModuleMixin)
        1    0.000    0.000    0.000    0.000 lazy.py:9(_LazyProtocol)
        1    0.000    0.000    0.000    0.000 lbfgs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lbfgs.py:183(LBFGS)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
       25    0.000    0.000    0.000    0.000 lex.py:1089(TOKEN)
       25    0.000    0.000    0.000    0.000 lex.py:1090(set_regex)
        1    0.000    0.000    0.000    0.000 lex.py:115(Lexer)
        1    0.000    0.000    0.000    0.000 lex.py:116(__init__)
        1    0.000    0.000    0.017    0.017 lex.py:211(readtab)
        5    0.000    0.000    0.000    0.000 lex.py:251(input)
       21    0.000    0.000    0.000    0.000 lex.py:263(begin)
      786    0.003    0.000    0.007    0.000 lex.py:305(token)
        1    0.000    0.000    0.001    0.001 lex.py:34(<module>)
        6    0.000    0.000    0.000    0.000 lex.py:477(_names_to_funcs)
       83    0.000    0.000    0.000    0.000 lex.py:533(_statetoken)
        1    0.000    0.000    0.000    0.000 lex.py:558(LexerReflect)
        1    0.000    0.000    0.000    0.000 lex.py:559(__init__)
        1    0.000    0.000    0.000    0.000 lex.py:57(LexError)
        1    0.000    0.000    0.000    0.000 lex.py:570(get_all)
        1    0.000    0.000    0.000    0.000 lex.py:584(get_tokens)
        1    0.000    0.000    0.000    0.000 lex.py:615(get_literals)
        1    0.000    0.000    0.000    0.000 lex.py:632(get_states)
        1    0.000    0.000    0.000    0.000 lex.py:64(LexToken)
        1    0.000    0.000    0.000    0.000 lex.py:663(get_rules)
        1    0.000    0.000    0.000    0.000 lex.py:664(<listcomp>)
       32    0.000    0.000    0.000    0.000 lex.py:722(<lambda>)
       45    0.000    0.000    0.000    0.000 lex.py:726(<lambda>)
        1    0.000    0.000    0.000    0.000 lex.py:75(PlyLogger)
        1    0.000    0.000    0.000    0.000 lex.py:76(__init__)
        1    0.000    0.000    0.017    0.017 lex.py:863(lex)
        1    0.000    0.000    0.000    0.000 lex.py:890(<listcomp>)
        1    0.000    0.000    0.000    0.000 lex.py:93(NullLogger)
        1    0.000    0.000    0.000    0.000 lextab.py:2(<module>)
        1    0.000    0.000    0.000    0.000 library.py:1(<module>)
        1    0.000    0.000    0.000    0.000 library.py:14(Library)
        4    0.000    0.000    0.001    0.000 library.py:26(__init__)
      188    0.002    0.000    0.002    0.000 library.py:40(impl)
       87    0.004    0.000    0.004    0.000 library.py:66(define)
       14    0.000    0.000    0.000    0.000 library.py:87(impl)
       14    0.000    0.000    0.000    0.000 library.py:88(wrap)
        1    0.000    0.000    0.006    0.006 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
        8    0.000    0.000    0.066    0.008 linear.py:1(<module>)
        2    0.000    0.000    0.000    0.000 linear.py:11(Linear)
        1    0.000    0.000    0.000    0.000 linear.py:12(LinearPackedParams)
        1    0.000    0.000    0.000    0.000 linear.py:127(NonDynamicallyQuantizableLinear)
        1    0.000    0.000    0.000    0.000 linear.py:134(Bilinear)
        1    0.000    0.000    0.000    0.000 linear.py:208(LazyLinear)
        1    0.000    0.000    0.000    0.000 linear.py:21(Identity)
        1    0.000    0.000    0.000    0.000 linear.py:48(Linear)
        1    0.000    0.000    0.000    0.000 linear.py:5(Linear)
        1    0.000    0.000    0.000    0.000 linear.py:6(Linear)
        1    0.000    0.000    0.000    0.000 linear.py:7(Linear)
        1    0.000    0.000    0.000    0.000 linear.py:7(LinearPackedParams)
        1    0.000    0.000    0.000    0.000 linear.py:79(Linear)
        1    0.000    0.000    0.000    0.000 linear.py:94(Linear)
        1    0.000    0.000    0.000    0.000 linear_fused.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linear_fused.py:10(LinearBn1d)
        3    0.000    0.000    0.005    0.002 linear_relu.py:1(<module>)
        2    0.000    0.000    0.000    0.000 linear_relu.py:5(LinearReLU)
        1    0.000    0.000    0.000    0.000 linear_relu.py:6(LinearReLU)
        1    0.000    0.000    0.002    0.002 linecache.py:1(<module>)
       66    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
       66    0.000    0.000    0.002    0.000 linecache.py:15(getline)
       92    0.000    0.000    0.003    0.000 linecache.py:37(getlines)
       56    0.000    0.000    0.000    0.000 linecache.py:53(checkcache)
       47    0.000    0.000    0.003    0.000 linecache.py:82(updatecache)
        1    0.000    0.000    0.000    0.000 lkj_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lkj_cholesky.py:18(LKJCholesky)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 loader.py:77(__init__)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:106(Lock)
        1    0.000    0.000    0.000    0.000 locks.py:15(_ContextManager)
        1    0.000    0.000    0.000    0.000 locks.py:247(Event)
        1    0.000    0.000    0.000    0.000 locks.py:315(Condition)
        1    0.000    0.000    0.000    0.000 locks.py:437(Semaphore)
        1    0.000    0.000    0.000    0.000 locks.py:49(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 locks.py:515(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log_normal.py:7(LogNormal)
        1    0.000    0.000    0.000    0.000 logistic_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 logistic_normal.py:7(LogisticNormal)
        1    0.000    0.000    0.001    0.001 loss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loss.py:1026(CrossEntropyLoss)
        1    0.000    0.000    0.000    0.000 loss.py:1169(MultiLabelSoftMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:12(_Loss)
